model,epoch,average_loss,accuracy,correct_data,total_data,distance
13,71,0.449823876197892,88.98989898989899,8810,9900,2.2937442956172682
36,71,0.7270426152932523,83.82828282828282,8299,9900,2.2504551744995145
58,71,0.4279447704372984,89.71717171717172,8882,9900,2.1775885426227597
71,71,0.6054791322380605,85.84848484848486,8499,9900,2.3057579528744236
global,71,9.81160218826448,0.6666666666666667,66,9900
13,72,0.18764228471601851,95.06060606060606,9411,9900,2.163416025710051
36,72,0.43984636167083124,89.01010101010101,8812,9900,2.207982221317586
58,72,0.19812821834376365,94.91919191919192,9397,9900,2.214418723686529
71,72,0.1876027708583408,94.74747474747474,9380,9900,2.3599794131528715
global,72,9.297301040803543,0.8383838383838385,83,9900
13,73,0.21316203370238795,94.26262626262626,9332,9900,2.109772256248547
36,73,0.08035738607322929,97.74747474747475,9677,9900,2.2086266616727817
58,73,0.1706715255433863,95.33333333333334,9438,9900,2.089013849346732
71,73,0.14460705139119215,96.21212121212122,9525,9900,2.2589274362812173
global,73,9.118313746596828,0.7676767676767676,76,9900
13,74,0.579866166885453,86.94949494949495,8608,9900,2.124086071274795
36,74,0.1081424890451058,97.12121212121212,9615,9900,2.155458940993164
58,74,0.14652329517133308,96.0,9504,9900,2.087608439661272
71,74,0.27249035466801036,92.81818181818183,9189,9900,2.266658889065283
global,74,8.93450773913451,0.8080808080808081,80,9900
13,75,0.1760637641795958,95.48484848484848,9453,9900,2.1177807641828323
36,75,0.11188705524410865,97.0909090909091,9612,9900,2.154087917676546
58,75,0.16593630713645857,95.62626262626263,9467,9900,2.102757564376416
71,75,0.18390031119187672,95.15151515151516,9420,9900,2.29483793064558
global,75,9.036390094179096,0.9191919191919192,91,9900
13,76,0.275346240804653,93.33333333333333,9240,9900,2.1453073344547016
36,76,0.18585343571624371,95.2020202020202,9425,9900,2.17153906110871
58,76,0.1706308290934322,95.47474747474747,9452,9900,2.0490288504286407
71,76,0.17602318648136023,95.56565656565657,9461,9900,2.287304408148572
global,76,8.900075541794902,1.3131313131313131,130,9900
13,77,0.2260259924512921,94.5959595959596,9365,9900,2.0977015996538175
36,77,0.1760371642401724,95.60606060606061,9465,9900,2.15395719836682
58,77,0.13062051326939553,96.72727272727273,9576,9900,2.08382157008896
71,77,0.16507916099194325,95.77777777777777,9482,9900,2.2306380600144786
global,77,9.347517009696576,0.9797979797979799,97,9900
13,78,0.2342779431680236,94.2020202020202,9326,9900,2.097271931994556
36,78,0.24714839058693008,94.15151515151516,9321,9900,2.165847207651567
58,78,0.31236963905469334,92.23232323232324,9131,9900,2.049968565723114
71,78,0.1431632557300606,96.13131313131314,9517,9900,2.2497901818673576
global,78,9.191106817072088,1.1111111111111112,110,9900
13,79,0.32618263779264506,91.83838383838385,9092,9900,2.094678872016849
36,79,0.22045344482768667,94.60606060606061,9366,9900,2.172879323031934
58,79,0.17007648603181647,95.70707070707071,9475,9900,2.0370125825293903
71,79,0.3001329129633277,92.16161616161617,9124,9900,2.231419242189065
global,79,9.057088530569365,1.0303030303030303,102,9900
13,80,0.11220392739230936,97.03030303030303,9606,9900,2.1274787806742603
36,80,0.10628961320928854,97.44444444444444,9647,9900,2.186219085596929
58,80,0.39321133074134285,90.92929292929293,9002,9900,2.0166235527705383
71,80,0.26958982137718585,92.95959595959596,9203,9900,2.2570517555221707
global,80,9.511328793920653,0.6363636363636364,63,9900
13,81,0.19671502439662664,95.46464646464646,9451,9900,2.126449763598222
36,81,0.23225843834154533,94.21212121212122,9327,9900,2.1764982127754764
58,81,0.15409537495386721,95.86868686868686,9491,9900,2.0682827194172915
71,81,0.2084667924197033,94.8080808080808,9386,9900,2.269007295673287
global,81,9.43002594302399,0.7272727272727273,72,9900
13,82,0.1291591584426586,96.65656565656565,9569,9900,2.0931254352103252
36,82,0.3347770554128319,91.94949494949495,9103,9900,2.177432079460308
58,82,0.17261416732963888,95.60606060606061,9465,9900,2.008215719026596
71,82,0.1677812639631406,95.76767676767676,9481,9900,2.2340634002022073
global,82,9.301759994969224,1.1313131313131313,112,9900
13,83,0.1648070853481991,95.88888888888889,9493,9900,2.1363798496878075
36,83,0.04975449604669003,98.76767676767678,9778,9900,2.2998882432406327
58,83,0.17832946548859277,95.68686868686869,9473,9900,2.066611151821269
71,83,0.0730039784368692,98.07070707070707,9709,9900,2.248956438293177
global,83,9.226572986949574,1.101010101010101,109,9900
13,84,0.25302431637590583,94.04040404040404,9310,9900,2.128323144412863
36,84,0.20944873299261535,94.85858585858585,9391,9900,2.19460287876912
58,84,0.3423587274069738,91.42424242424242,9051,9900,2.039533071187623
71,84,0.24854784621132744,93.64646464646465,9271,9900,2.2820933625081725
global,84,9.850277577409841,0.898989898989899,89,9900
13,85,0.11164208870945555,97.07070707070707,9610,9900,2.2005586218363797
36,85,0.07880185745355457,97.97979797979798,9700,9900,2.2779878258451003
58,85,0.23527718276688547,93.94949494949495,9301,9900,2.1026135620582584
71,85,0.22538700419242935,93.98989898989899,9305,9900,2.2945074218510264
global,85,10.40686047794843,0.6666666666666667,66,9900
13,86,0.1582144063169306,95.87878787878788,9492,9900,2.173277148454693
36,86,0.020044409304368075,99.4040404040404,9841,9900,2.28189725707752
