model,epoch,average_loss,accuracy,correct_data,total_data,distance
13,71,0.44060841425500735,89.20202020202021,8831,9900,2.2934173716997543
36,71,0.7468820037263812,83.46464646464646,8263,9900,2.251003995053827
58,71,0.4289882042432072,89.7070707070707,8881,9900,2.1779931705812654
71,71,0.5876057240457245,86.24242424242425,8538,9900,2.3027765142388503
global,71,9.059857778838186,1.191919191919192,118,9900
13,72,0.26349520774802776,93.11111111111111,9218,9900,2.110944488988187
36,72,0.5648608715365632,86.3030303030303,8544,9900,2.1676984188861925
58,72,0.23410927548553004,94.35353535353535,9341,9900,2.165507140812609
71,72,0.2801829765541385,92.26262626262626,9134,9900,2.2929244548931758
global,72,8.060649814798374,2.323232323232323,230,9900
13,73,0.23082831050410416,93.63636363636364,9270,9900,2.019347782028325
36,73,0.0945637516286036,97.41414141414141,9644,9900,2.093917839952464
58,73,0.2116193190728775,94.57575757575758,9363,9900,1.9875344783263535
71,73,0.15619536880591903,95.94949494949495,9499,9900,2.1641758637740236
global,73,7.068855051368174,4.373737373737374,433,9900
13,74,0.5356389748929727,87.61616161616162,8674,9900,1.9710003540797425
36,74,0.07794222391238718,97.80808080808082,9683,9900,2.017868449472418
58,74,0.13883507250234334,96.28282828282828,9532,9900,1.955616026211927
71,74,0.33672329815951263,91.38383838383838,9047,9900,2.119048254575272
global,74,6.404158090918955,7.07070707070707,700,9900
13,75,0.17583793290335722,95.77777777777777,9482,9900,1.961077316588559
36,75,0.13908183179118416,96.45454545454545,9549,9900,1.9819491720139488
58,75,0.20207442224627795,94.56565656565657,9362,9900,1.9220663456138887
71,75,0.2781643617755235,93.04040404040404,9211,9900,2.080854530679726
global,75,5.7519627164590235,10.626262626262626,1052,9900
13,76,0.2843602661412172,92.78787878787878,9186,9900,1.9221266915109925
36,76,0.21217275977134706,94.54545454545455,9360,9900,1.954392838013932
58,76,0.23991735817206025,93.82828282828282,9289,9900,1.8645995652612877
71,76,0.10997808799298123,97.05050505050505,9608,9900,2.019405279897713
global,76,5.214784428760259,14.07070707070707,1393,9900
13,77,0.27801477136033953,93.11111111111111,9218,9900,1.8536207131118794
36,77,0.15808272034531892,96.16161616161617,9520,9900,1.9418956976242725
58,77,0.14997794582988278,96.07070707070707,9511,9900,1.8858187406579077
71,77,0.244984381126635,93.98989898989899,9305,9900,1.9504647410280587
global,77,4.706358049180772,19.04040404040404,1885,9900
13,78,0.2335267442163795,94.05050505050505,9311,9900,1.8403680463360397
36,78,0.23310877795171256,94.41414141414141,9347,9900,1.9226408882255948
58,78,0.4219349153595741,89.6969696969697,8880,9900,1.7859015380229037
71,78,0.14228463016977214,96.38383838383838,9542,9900,1.9548964134929996
global,78,4.233226543387981,24.505050505050505,2426,9900
13,79,0.2103125993651573,94.8080808080808,9386,9900,1.8066087544697342
36,79,0.199328321293749,95.34343434343434,9439,9900,1.8852226691435703
58,79,0.14780465837981965,96.36363636363636,9540,9900,1.7882774662962715
71,79,0.34755188332663645,91.29292929292929,9038,9900,1.9211745807882592
global,79,3.7963928700456715,30.02020202020202,2972,9900
13,80,0.06625522493413,98.31313131313131,9733,9900,1.771245601758968
36,80,0.09703713030827166,97.60606060606061,9663,9900,1.8458929378051006
58,80,0.33881279122949853,92.20202020202021,9128,9900,1.7477876439024567
71,80,0.18518340964509983,95.2020202020202,9425,9900,1.9396650461698297
global,80,3.412343387796421,35.13131313131313,3478,9900
13,81,0.16197450199663038,96.12121212121212,9516,9900,1.7753837090117288
36,81,0.14006499961470112,96.1919191919192,9523,9900,1.8338701011473195
58,81,0.07044112354441724,98.12121212121212,9714,9900,1.7102615205543756
71,81,0.1677257292920893,95.74747474747475,9479,9900,1.9114263949380816
global,81,2.9971470811631944,40.75757575757576,4035,9900
13,82,0.17398837764455816,95.84848484848484,9489,9900,1.7000747103262603
36,82,0.23693644586235585,94.13131313131314,9319,9900,1.8167701930840785
58,82,0.17205302964707817,95.91919191919192,9496,9900,1.67675482650251
71,82,0.15387776397996478,95.92929292929293,9497,9900,1.8409302048804927
global,82,2.7261953881774286,45.29292929292929,4484,9900
13,83,0.16019170678023137,96.07070707070707,9511,9900,1.7380036207365506
36,83,0.08898969335086418,97.68686868686869,9671,9900,1.8770948152123912
58,83,0.16088826347180088,96.2020202020202,9524,9900,1.6507438687931804
71,83,0.06161716363007071,98.44444444444444,9746,9900,1.826016636742369
global,83,2.451470665209221,49.717171717171716,4922,9900
13,84,0.08397669775543189,97.96969696969697,9699,9900,1.72457909908483
36,84,0.29219058575052204,93.2929292929293,9236,9900,1.7480570361305583
58,84,0.3050815730143075,92.14141414141415,9122,9900,1.6563973271324186
71,84,0.16353607355946242,95.8080808080808,9485,9900,1.8360122990081997
global,84,2.221713815554224,53.67676767676768,5314,9900
13,85,0.13411656668089858,96.74747474747475,9578,9900,1.6726660594982161
36,85,0.06385961476111351,98.35353535353535,9737,9900,1.8456568797943265
58,85,0.21417930922122916,94.6969696969697,9375,9900,1.6185116713948293
71,85,0.22663631863064237,94.23232323232324,9329,9900,1.760446093010483
global,85,2.005453565963591,57.37373737373738,5680,9900
13,86,0.0909607925800362,97.6161616161616,9664,9900,1.6800614761276194
36,86,0.01841728374964059,99.48484848484848,9849,9900,1.78129992498737
58,86,0.12085593939128549,97.04040404040404,9607,9900,1.6363821480166343
71,86,0.13797946501861919,96.4949494949495,9553,9900,1.8011107567382774
global,86,1.7757773177792329,61.76767676767677,6115,9900
13,87,0.16171618397789772,96.05050505050505,9509,9900,1.6965932622717972
36,87,0.1077625653779868,97.3030303030303,9633,9900,1.7410600375407188
58,87,0.11307445215456413,97.18181818181819,9621,9900,1.6237056418946094
71,87,0.08460656414655122,97.83838383838383,9686,9900,1.756506337094406
global,87,1.5878520857685745,65.43434343434343,6478,9900
13,88,0.27908242461657284,93.17171717171718,9224,9900,1.575059387056217
36,88,0.059273565677982386,98.54545454545455,9756,9900,1.702936634531255
58,88,0.07826314618265388,98.0,9702,9900,1.6477188062300852
71,88,0.18399152315927275,95.36363636363636,9441,9900,1.6821461271115963
global,88,1.5130950461493597,66.68686868686868,6602,9900
