model,epoch,average_loss,accuracy,correct_data,total_data,distance
13,71,0.5568559623487068,86.86868686868688,8600,9900,2.2821293011541393
36,71,0.5804602640807026,86.51515151515152,8565,9900,2.1725387107991088
58,71,0.4868281928457395,88.04040404040404,8716,9900,2.2635782401835316
71,71,0.5347599485185411,86.74747474747475,8588,9900,2.3051320827150463
global,71,8.84708362617878,1.3939393939393938,138,9900
13,72,0.22033181959932502,94.27272727272728,9333,9900,2.067198401412995
36,72,0.23295722064345775,94.05050505050505,9311,9900,1.9890448821936466
58,72,0.11604681206773027,96.82828282828282,9586,9900,2.1500132937353027
71,72,0.2965660104607091,92.44444444444444,9152,9900,2.1029966771511757
global,72,7.47364784934304,3.373737373737374,334,9900
13,73,0.30891960449893063,92.3030303030303,9138,9900,1.9761974012600432
36,73,0.31117137562144886,91.91919191919192,9100,9900,1.9607182110368206
58,73,0.2887462506631408,92.96969696969697,9204,9900,1.9640765958172457
71,73,0.10635219414577339,97.4040404040404,9643,9900,2.0828728612007295
global,73,6.389120730005129,6.777777777777779,671,9900
13,74,0.11503896607895091,97.14141414141415,9617,9900,1.9516635767811532
36,74,0.13537065216688193,96.37373737373738,9541,9900,1.9367949525799661
58,74,0.1634102215911403,95.55555555555556,9460,9900,2.0648892753048043
71,74,0.19461953140268423,94.84848484848484,9390,9900,2.0084074452550724
global,74,5.496086237743647,11.434343434343434,1132,9900
13,75,0.21234684546788535,94.72727272727272,9378,9900,1.8742661629547623
36,75,0.20980781591299807,94.9090909090909,9396,9900,1.8224120904052543
58,75,0.18989482030121968,95.4040404040404,9445,9900,1.9895623956613822
71,75,0.10479943358536922,97.08080808080808,9611,9900,1.9397635005063707
global,75,4.669171665076053,18.171717171717173,1799,9900
13,76,0.21424760469282517,94.88888888888889,9394,9900,1.8408793068091562
36,76,0.10337215510883717,97.48484848484848,9651,9900,1.780733736412996
58,76,0.1391826678616832,96.38383838383838,9542,9900,1.933016419196416
71,76,0.13932455043600064,96.3030303030303,9534,9900,1.9620268330270272
global,76,3.9708916789353497,25.93939393939394,2568,9900
13,77,0.10565732156538,97.21212121212122,9624,9900,1.847596955910533
36,77,0.19551308568077858,95.01010101010101,9406,9900,1.7269916260057387
58,77,0.19837078278112893,94.98989898989899,9404,9900,1.8571140423310424
71,77,0.22649142777076875,94.0909090909091,9315,9900,1.8785017375151107
global,77,3.455760183623343,33.0,3267,9900
13,78,0.19742056891773685,95.2929292929293,9434,9900,1.8142056825104944
36,78,0.1986308984202568,94.93939393939394,9399,9900,1.7043653398777896
58,78,0.20556982475097732,94.63636363636364,9369,9900,1.8373717204878977
71,78,0.1386782989598284,96.42424242424242,9546,9900,1.8694770215303935
global,78,2.8885243726017498,40.929292929292934,4052,9900
13,79,0.1785297981852835,95.42424242424242,9447,9900,1.7834951740281946
36,79,0.1940022285598697,95.41414141414141,9446,9900,1.7660620494495949
58,79,0.37189811639111453,90.4949494949495,8959,9900,1.8248099894437921
71,79,0.3269225707680288,91.0909090909091,9018,9900,1.8197863559248726
global,79,2.559061348655007,46.292929292929294,4583,9900
13,80,0.140291513764497,96.59595959595958,9563,9900,1.7547632515267384
36,80,0.11292207598084152,97.14141414141415,9617,9900,1.6689364554146195
58,80,0.2785767818219734,92.91919191919192,9199,9900,1.7884143171552582
71,80,0.21103515921217023,94.61616161616162,9367,9900,1.8173616911302877
global,80,2.1849758618287365,52.75757575757576,5223,9900
13,81,0.09834560068719315,97.58585858585859,9661,9900,1.671868226224778
36,81,0.10002982287319621,97.4949494949495,9652,9900,1.6398507607406934
58,81,0.16986131402579221,95.42424242424242,9447,9900,1.7459358980312478
71,81,0.1756024291208296,95.47474747474747,9452,9900,1.752841345811022
global,81,1.8778944693671333,58.14141414141414,5756,9900
13,82,0.23776260835955842,94.22222222222221,9328,9900,1.6759371029243233
36,82,0.14295321361284063,96.3939393939394,9543,9900,1.5943938058232305
58,82,0.4269274184198091,89.78787878787878,8889,9900,1.6705022862866035
71,82,0.314894016246603,91.71717171717172,9080,9900,1.7685947255700525
global,82,1.6945166601315893,61.76767676767677,6115,9900
13,83,0.10689998493050085,97.36363636363636,9639,9900,1.621290300702191
36,83,0.12392730911836179,96.77777777777777,9581,9900,1.5988486767008814
58,83,0.4572189131650058,88.62626262626263,8774,9900,1.6827750992581354
71,83,0.055316173047241235,98.56565656565657,9758,9900,1.731853198241525
global,83,1.5188438234425554,65.1010101010101,6445,9900
13,84,0.14708129809059278,96.22222222222221,9526,9900,1.6294377692466981
36,84,0.12652198031394168,96.82828282828282,9586,9900,1.6181344471018795
58,84,0.3204619089521543,91.95959595959596,9104,9900,1.668429237426716
71,84,0.1411465655854254,96.3030303030303,9534,9900,1.7617820170137457
global,84,1.3084749171709773,69.26262626262626,6857,9900
13,85,0.11742204103505972,96.84848484848484,9588,9900,1.6041373047886973
36,85,0.22679572929035532,94.33333333333334,9339,9900,1.5814167854494108
58,85,0.3108394378002244,92.84848484848484,9192,9900,1.6553139110557011
71,85,0.14886196234611548,96.13131313131314,9517,9900,1.7008478182310285
global,85,1.1521974174422447,72.58585858585859,7186,9900
13,86,0.1594605676363213,95.8989898989899,9494,9900,1.6121209430949668
36,86,0.1820714219471421,95.38383838383838,9443,9900,1.5393465815905119
58,86,0.24394573459721575,93.87878787878789,9294,9900,1.656091430558784
71,86,0.10022354407141908,97.3030303030303,9633,9900,1.6742296838870614
global,86,0.9799452022591022,76.72727272727272,7596,9900
13,87,0.2106469667439509,94.62626262626263,9368,9900,1.5947162466655787
36,87,0.09882215787967046,97.44444444444444,9647,9900,1.5194436957624606
58,87,0.09638585030054203,97.35353535353536,9638,9900,1.5912264123503381
