model,epoch,average_loss,accuracy,correct_data,total_data,distance
13,71,0.44783165262203023,89.05050505050505,8816,9900,2.2940152589179075
36,71,0.7269490494390931,83.92929292929293,8309,9900,2.2501963423786266
58,71,0.4194823575742317,89.94949494949495,8905,9900,2.179168748824205
71,71,0.6046023897691206,85.84848484848486,8499,9900,2.3048416344777296
global,71,9.867233365762113,0.5656565656565656,56,9900
13,72,0.1942066014234466,95.21212121212122,9426,9900,2.217710224495424
36,72,0.3823367384467462,90.7979797979798,8989,9900,2.2111610326557414
58,72,0.2842112141907817,93.27272727272728,9234,9900,2.1413009578700732
71,72,0.2551947252918976,93.4949494949495,9256,9900,2.3109572135698313
global,72,9.477146039249922,0.5757575757575757,57,9900
13,73,0.2262566770688452,94.55555555555556,9361,9900,2.130057319442965
36,73,0.12864596875026973,96.71717171717171,9575,9900,2.169421120177819
58,73,0.21685721559958024,94.48484848484848,9354,9900,2.150169201779934
71,73,0.28061190898972327,92.91919191919192,9199,9900,2.2255586201496493
global,73,9.385535210503472,0.6363636363636364,63,9900
13,74,0.10991393070178802,97.17171717171718,9620,9900,2.175162482495583
36,74,0.061356818942409574,98.29292929292929,9731,9900,2.1985183061119984
58,74,0.3095564068688287,92.22222222222223,9130,9900,2.1017881364480853
71,74,0.09101689035543288,97.54545454545455,9657,9900,2.295454455323308
global,74,9.242667014382102,0.8484848484848486,84,9900
13,75,0.26114636377854783,93.13131313131314,9220,9900,2.1477908739266396
36,75,0.16669840620623694,95.67676767676768,9472,9900,2.1365378685078613
58,75,0.052798002040897955,98.52525252525253,9754,9900,2.063153365713592
71,75,0.15340242370511548,96.08080808080808,9512,9900,2.2730219615273075
global,75,9.430272115071615,0.8181818181818182,81,9900
13,76,0.25534174213505756,93.66666666666667,9273,9900,2.151793033879103
36,76,0.22207956163570133,94.34343434343434,9340,9900,2.214188951584275
58,76,0.14861355355893724,96.12121212121212,9516,9900,2.0430576750035994
71,76,0.21126749511921045,94.35353535353535,9341,9900,2.2474296511289693
global,76,9.251360282512627,0.9898989898989898,98,9900
13,77,0.300381812928903,92.74747474747474,9182,9900,2.1706238580289385
36,77,0.12648987653731095,96.64646464646465,9568,9900,2.2099191861458767
58,77,0.03492154985939087,98.93939393939394,9795,9900,2.0918412119265426
71,77,0.11913893660511633,96.82828282828282,9586,9900,2.2585431141094063
global,77,9.25233309659091,1.0303030303030303,102,9900
13,78,0.21413926261844057,94.54545454545455,9360,9900,2.1666921345118726
36,78,0.15954908684046581,95.73737373737373,9478,9900,2.188409997488623
58,78,0.20169459362222691,94.8080808080808,9386,9900,2.043436554836924
71,78,0.1515186318604633,95.86868686868686,9491,9900,2.220140048584131
global,78,9.343213892464686,0.9191919191919192,91,9900
13,79,0.22073836012320086,94.2020202020202,9326,9900,2.1273975310880524
