model,epoch,average_loss,accuracy,correct_data,total_data,distance
13,71,0.440237269883204,89.19191919191918,8830,9900,2.294067223672248
36,71,0.7485254094094941,83.57575757575758,8274,9900,2.2499434146123587
58,71,0.4267024705385921,89.77777777777777,8888,9900,2.1774226628441333
71,71,0.5898087990886033,86.12121212121212,8526,9900,2.3044515197977997
global,71,9.81043961341935,0.6767676767676768,67,9900
13,72,0.19439531217921863,94.87878787878788,9393,9900,2.161213566046624
36,72,0.4224975439033123,89.4040404040404,8851,9900,2.2073709682196854
58,72,0.19244788100021054,95.15151515151516,9420,9900,2.2160103230149866
71,72,0.1872256616751353,94.78787878787878,9384,9900,2.3592125034584335
global,72,9.522606370713977,0.6868686868686869,68,9900
13,73,0.19986723781836152,94.53535353535354,9359,9900,2.108514341743873
36,73,0.09276830149870931,97.43434343434343,9646,9900,2.202535455701966
58,73,0.1752692720986376,95.18181818181817,9423,9900,2.0987795871196333
71,73,0.16105970202973394,95.75757575757575,9480,9900,2.2619855390671653
global,73,9.66348965731534,0.4646464646464647,46,9900
