model,epoch,average_loss,accuracy,correct_data,total_data,distance
13,71,0.5612981844430018,86.81818181818181,8595,9900,2.2828087902626426
36,71,0.5684274398437654,86.72727272727273,8586,9900,2.173558412941551
58,71,0.4738375755994007,88.36363636363636,8748,9900,2.2623691710693095
71,71,0.5330148105428676,86.83838383838383,8597,9900,2.3062828619871953
global,71,8.857371971053306,1.3636363636363635,135,9900
13,72,0.23070511248376635,94.03030303030303,9309,9900,2.068482363811254
36,72,0.2258051287766659,94.26262626262626,9332,9900,1.9870175165864326
58,72,0.1171898475048518,96.86868686868686,9590,9900,2.1506793168782394
71,72,0.2887050694167012,92.73737373737374,9181,9900,2.105358340282555
global,72,7.485649059565381,3.373737373737374,334,9900
13,73,0.31209865432797057,92.24242424242424,9132,9900,1.9768431694176927
36,73,0.3102926871752498,91.88888888888889,9097,9900,1.9588816531206312
58,73,0.28927965696411906,92.95959595959596,9203,9900,1.9658049096282433
71,73,0.10562292860312895,97.41414141414141,9644,9900,2.0822971310209093
global,73,6.403709103362729,6.696969696969697,663,9900
13,74,0.11579201052586238,97.13131313131314,9616,9900,1.953831049140433
36,74,0.13258350778107691,96.48484848484848,9552,9900,1.940913055221768
58,74,0.16389131270273768,95.61616161616162,9466,9900,2.064807410322724
71,74,0.19764527405151214,94.85858585858585,9391,9900,2.0095253848076364
global,74,5.494791634299538,11.545454545454545,1143,9900
13,75,0.21848637760287584,94.58585858585859,9364,9900,1.8755512063122644
36,75,0.2093369746208191,94.9090909090909,9396,9900,1.8253050353255653
58,75,0.17240577399730683,95.70707070707071,9475,9900,1.9894883364488691
71,75,0.10054227810014378,97.26262626262626,9629,9900,1.9381115471238617
global,75,4.661646358605587,18.12121212121212,1794,9900
13,76,0.2102943685078862,94.92929292929293,9398,9900,1.8396179319809571
36,76,0.102674203570744,97.48484848484848,9651,9900,1.7809960033622505
58,76,0.1427099465646527,96.3030303030303,9534,9900,1.9323397799223072
71,76,0.13356521653406547,96.41414141414143,9545,9900,1.9661507174871213
global,76,3.9414964633517795,26.3030303030303,2604,9900
13,77,0.10650539008204384,97.1919191919192,9622,9900,1.8458904191511911
36,77,0.1940608035434376,95.02020202020202,9407,9900,1.7296747663764929
58,77,0.19315331810652608,95.0909090909091,9414,9900,1.8509081235451477
71,77,0.21134597771095506,94.41414141414141,9347,9900,1.8789356253185436
global,77,3.42420099277689,33.37373737373737,3304,9900
13,78,0.18838995981096018,95.61616161616162,9466,9900,1.8122234791254244
36,78,0.19167410246049515,95.11111111111111,9416,9900,1.7068099308357065
58,78,0.20855604308422165,94.60606060606061,9366,9900,1.8370263949030996
71,78,0.1305923502222456,96.62626262626263,9566,9900,1.8704708073797265
global,78,2.844602536288175,41.68686868686869,4127,9900
13,79,0.17854415673950705,95.48484848484848,9453,9900,1.7838637600011962
36,79,0.19312464752883624,95.42424242424242,9447,9900,1.7687813557248226
58,79,0.36636638588375514,90.53535353535354,8963,9900,1.8203716350331267
71,79,0.3251206759973006,91.11111111111111,9020,9900,1.8178871598764597
global,79,2.5269687190200343,46.62626262626263,4616,9900
13,80,0.14409408041323074,96.51515151515152,9555,9900,1.754505692232236
36,80,0.11552009076482118,97.03030303030303,9606,9900,1.6737264203895625
58,80,0.2838471080919709,92.84848484848484,9192,9900,1.7898159522799792
71,80,0.219795538644598,94.36363636363636,9342,9900,1.8121717747747543
global,80,2.151789192430901,53.26262626262627,5273,9900
13,81,0.09955131968464515,97.4949494949495,9652,9900,1.671633408818753
36,81,0.10232361428364359,97.43434343434343,9646,9900,1.6385627501097917
58,81,0.18872243478743717,94.96969696969697,9402,9900,1.7415816960148733
71,81,0.1893388993571503,95.1010101010101,9415,9900,1.7519925898739255
global,81,1.8522586552783695,58.484848484848484,5790,9900
13,82,0.23759219157575356,94.22222222222221,9328,9900,1.680676191464623
36,82,0.13608905875773142,96.63636363636363,9567,9900,1.5997037196021746
58,82,0.4303218699464894,89.72727272727272,8883,9900,1.6730709611261996
71,82,0.3209075061721031,91.56565656565657,9065,9900,1.7649028280163437
global,82,1.6765663971563782,62.01010101010102,6139,9900
13,83,0.09955646321930066,97.45454545454545,9648,9900,1.6176064358674713
36,83,0.13442380564569523,96.55555555555554,9559,9900,1.5982752862174423
58,83,0.43950917316205573,89.0,8811,9900,1.6812996158581943
71,83,0.05299321145872877,98.58585858585859,9760,9900,1.736538611442182
global,83,1.489955396170568,65.64646464646464,6499,9900
13,84,0.15198195797626418,96.08080808080808,9512,9900,1.6289290099532157
36,84,0.12806551825217527,96.84848484848484,9588,9900,1.621229492387208
58,84,0.3138044311301877,92.04040404040404,9112,9900,1.6672299466365004
71,84,0.1495813252648922,96.1010101010101,9514,9900,1.761693036553617
global,84,1.2923755811440825,69.74747474747474,6905,9900
13,85,0.12097199115488265,96.82828282828282,9586,9900,1.6058891841095433
36,85,0.22636062526943707,94.32323232323232,9338,9900,1.5804031848743105
58,85,0.3150477806847505,92.82828282828282,9190,9900,1.654192816514007
71,85,0.1488394927496862,96.16161616161617,9520,9900,1.7015372758717424
global,85,1.136977820733581,72.91919191919192,7219,9900
13,86,0.1462502314075075,96.2929292929293,9533,9900,1.6142808528301278
36,86,0.18010486784607474,95.44444444444444,9449,9900,1.5410761174656487
58,86,0.2198653611751518,94.55555555555556,9361,9900,1.6584302119930001
71,86,0.09964954837103082,97.35353535353536,9638,9900,1.6781168136539077
global,86,0.9715981851442895,76.67676767676768,7591,9900
13,87,0.21309362999718598,94.5959595959596,9365,9900,1.5964123049962171
36,87,0.09517406317621771,97.54545454545455,9657,9900,1.5217062478629562
58,87,0.09346236459459319,97.41414141414141,9644,9900,1.594825680812469
71,87,0.33263514441673203,91.74747474747474,9083,9900,1.6137879986651344
global,87,0.8563084652447941,79.5050505050505,7871,9900
13,88,0.1063049785777776,96.9090909090909,9594,9900,1.557625453054088
36,88,0.09359439373919458,97.60606060606061,9663,9900,1.617595528990531
58,88,0.15090787189175384,95.79797979797979,9484,9900,1.6234515955939968
71,88,0.06456261493754809,98.22222222222223,9724,9900,1.6689088838640596
global,88,0.8069623509802,80.43434343434343,7963,9900
13,89,0.06584738762767026,98.23232323232324,9725,9900,1.5941535588370501
36,89,0.16315096852454272,95.8080808080808,9485,9900,1.5719673205465994
58,89,0.28846945129259666,92.98989898989899,9206,9900,1.563540531829822
71,89,0.1330076453270334,96.71717171717171,9575,9900,1.6178053260837222
global,89,0.7360530912996542,81.81818181818183,8100,9900
13,90,0.04361806423036438,98.69696969696969,9771,9900,1.5755296270792383
