model,epoch,average_loss,accuracy,correct_data,total_data,distance
13,71,0.5701929786470201,86.62626262626263,8576,9900,2.2835134486234026
36,71,0.5883234858753705,86.36363636363636,8550,9900,2.1738113443801446
58,71,0.4871595912750321,88.04040404040404,8716,9900,2.264569687882635
71,71,0.531842517178468,86.91919191919192,8605,9900,2.3051449079330837
global,71,8.804106491551254,1.4141414141414141,140,9900
13,72,0.23417984486830354,93.92929292929293,9299,9900,2.065214162994236
36,72,0.22534028512058837,94.22222222222221,9328,9900,1.9878621137376813
58,72,0.11492407598880806,96.9090909090909,9594,9900,2.1521523281484254
71,72,0.28743526824797044,92.75757575757576,9183,9900,2.104077844035478
global,72,7.4036947970920135,3.5555555555555554,352,9900
13,73,0.31560320924026797,92.20202020202021,9128,9900,1.9771900010217482
36,73,0.3009764902519457,92.13131313131314,9121,9900,1.9601488085134566
58,73,0.2984642347422513,92.7070707070707,9178,9900,1.9644367259052782
71,73,0.11068619287074215,97.27272727272728,9630,9900,2.0818619936625815
global,73,6.329857828159525,7.101010101010101,703,9900
13,74,0.12188103438025773,96.98989898989899,9602,9900,1.9509246639017024
36,74,0.1319533610449295,96.47474747474747,9551,9900,1.9400373272401759
58,74,0.16739301394934605,95.45454545454545,9450,9900,2.0634733273164416
71,74,0.19169089938655043,94.97979797979798,9403,9900,2.0100321690276806
global,74,5.464149717080472,11.848484848484848,1173,9900
13,75,0.2233558228521636,94.51515151515152,9357,9900,1.8747671618532606
36,75,0.21504864565049758,94.76767676767676,9382,9900,1.8236001903978145
58,75,0.17761116762955984,95.64646464646465,9469,9900,1.9906931339981957
71,75,0.10743379703073791,97.02020202020202,9605,9900,1.9391876991791448
global,75,4.677120234942195,18.02020202020202,1784,9900
