model,epoch,average_loss,accuracy,correct_data,total_data,distance
13,71,0.4511935427212956,89.05050505050505,8816,9900,2.293588375872936
36,71,0.7377812903818458,83.67676767676767,8284,9900,2.2503867346808284
58,71,0.42162755258155593,89.83838383838383,8894,9900,2.178361933996419
71,71,0.5847354788732047,86.18181818181819,8532,9900,2.3041799212644194
global,71,10.093323601616753,0.33333333333333337,33,9900
13,72,0.20065283374352888,94.91919191919192,9397,9900,2.208537278264703
36,72,0.383460041489264,90.55555555555556,8965,9900,2.2386265566566608
58,72,0.3457704148148045,91.4040404040404,9049,9900,2.1516341408719493
71,72,0.33651664225742073,91.56565656565657,9065,9900,2.302131295603547
global,72,10.03615162550801,0.29292929292929293,29,9900
13,73,0.23631377393549138,94.17171717171718,9323,9900,2.1161805182833326
36,73,0.1276669454393965,96.70707070707071,9574,9900,2.182246302555766
58,73,0.2201500201586521,94.25252525252526,9331,9900,2.1497283941417114
71,73,0.3171697257504319,92.31313131313131,9139,9900,2.2132074679738376
global,73,9.619290299849077,0.45454545454545453,45,9900
13,74,0.10506903539101282,97.35353535353536,9638,9900,2.156863691929832
36,74,0.06343844471104217,98.34343434343434,9736,9900,2.2144207693479308
58,74,0.3269281610334762,91.72727272727272,9081,9900,2.098964631202911
71,74,0.10256592085566184,97.38383838383838,9641,9900,2.260338765807497
global,74,9.611788450298887,0.5050505050505051,50,9900
13,75,0.22290426011037345,94.13131313131314,9319,9900,2.1350827832219847
36,75,0.11938101045110008,96.82828282828282,9586,9900,2.148220425823385
58,75,0.0675047447554993,98.0909090909091,9711,9900,2.0458272334342604
71,75,0.16347847815715905,95.82828282828282,9487,9900,2.236965784840346
global,75,9.637888753871724,0.393939393939394,39,9900
13,76,0.2661398064728939,93.4949494949495,9256,9900,2.0930280437094364
36,76,0.2643727923162056,93.48484848484848,9255,9900,2.1849932885667047
58,76,0.15062672360978946,95.98989898989899,9503,9900,2.0287062930172115
71,76,0.175212048677483,95.31313131313132,9436,9900,2.2222909744541512
global,76,9.538758936409998,0.47474747474747475,47,9900
13,77,0.29055106675986087,93.05050505050505,9212,9900,2.1484696819322653
36,77,0.11584578324749012,96.88888888888889,9592,9900,2.195292734077498
58,77,0.03461644476486577,98.97979797979798,9799,9900,2.0828053250371656
71,77,0.11826938479536711,96.81818181818181,9585,9900,2.2187966355271636
global,77,9.488216552734375,0.6666666666666667,66,9900
13,78,0.16534869666051383,95.65656565656566,9470,9900,2.1250277124729635
36,78,0.15372428902471907,96.01010101010101,9505,9900,2.1837681136010554
58,78,0.21367437052004265,94.58585858585859,9364,9900,2.0477917198129245
71,78,0.15058730608285076,95.9090909090909,9495,9900,2.2320010505318306
global,78,9.546479174681384,0.6767676767676768,67,9900
13,79,0.21830202436206317,94.27272727272728,9333,9900,2.108805261599007
36,79,0.10881446729404758,97.11111111111111,9614,9900,2.2182237242749614
58,79,0.1248827059265941,96.68686868686869,9572,9900,2.1363565252986296
71,79,0.0606955760713629,98.39393939393939,9741,9900,2.277159799569872
global,79,9.620294812135022,0.47474747474747475,47,9900
13,80,0.35939210434152624,91.55555555555556,9064,9900,2.1334680241543604
36,80,0.048542702021923935,98.75757575757575,9777,9900,2.258769113177956
58,80,0.3868123460056806,90.23232323232322,8933,9900,2.0499382102772246
71,80,0.22069318061525173,94.3030303030303,9336,9900,2.217702053975583
global,80,9.78016517099708,0.33333333333333337,33,9900
13,81,0.22584616398570515,94.3030303030303,9336,9900,2.09556205111149
36,81,0.11369052713567561,97.27272727272728,9630,9900,2.2358763659081666
58,81,0.07531039191165356,97.84848484848484,9687,9900,2.132276418755942
71,81,0.24690785350823644,93.89898989898991,9296,9900,2.1690340191436355
global,81,9.951573400015782,0.26262626262626265,26,9900
13,82,0.10978509216748103,97.27272727272728,9630,9900,2.076330916305281
36,82,0.14365572277042601,96.52525252525253,9556,9900,2.184031106622528
58,82,0.13760929284372714,96.33333333333334,9537,9900,2.0925104827800585
71,82,0.12566561645028568,96.72727272727273,9576,9900,2.258490859821599
global,82,9.49439752135614,0.43434343434343436,43,9900
