model,epoch,average_loss,accuracy,correct_data,total_data,distance
13,71,0.4303351517397948,89.46464646464646,8857,9900,2.293720388611125
36,71,0.7352846995267001,83.78787878787878,8295,9900,2.2510809950693256
58,71,0.42946694846105093,89.71717171717172,8882,9900,2.177565440651907
71,71,0.6009363999029602,85.94949494949495,8509,9900,2.3036522560682693
global,71,9.932883525809856,0.6262626262626263,62,9900
13,72,0.19642884288171325,94.77777777777779,9383,9900,2.1651449973378387
36,72,0.45876088595149495,88.5959595959596,8771,9900,2.2101621312871886
58,72,0.20087085058592788,94.96969696969697,9402,9900,2.2168834518129543
71,72,0.18084211984066048,94.92929292929293,9398,9900,2.3554514414592607
global,72,9.538930651732166,0.7777777777777778,77,9900
13,73,0.19179812709490457,94.84848484848484,9390,9900,2.1065534016585734
36,73,0.08025777605371644,97.80808080808082,9683,9900,2.199954843057675
58,73,0.20192176579224944,94.54545454545455,9360,9900,2.084948473140436
71,73,0.15930938848341356,95.78787878787878,9483,9900,2.256818295075189
global,73,9.553522801254735,0.5454545454545455,54,9900
13,74,0.5442654815105477,87.5959595959596,8672,9900,2.1196528083878947
36,74,0.11316627346807057,96.92929292929293,9596,9900,2.166696425991603
58,74,0.16859812263888543,95.5050505050505,9455,9900,2.096215006946253
71,74,0.29411841741716016,92.31313131313131,9139,9900,2.270727265940183
global,74,9.800010456123738,0.37373737373737376,37,9900
13,75,0.121019235181086,96.86868686868686,9590,9900,2.124546563632744
36,75,0.11581074386233031,97.06060606060606,9609,9900,2.1561864207748904
58,75,0.18478500995371078,95.15151515151516,9420,9900,2.1028373850351842
71,75,0.21432268477449515,94.4040404040404,9346,9900,2.2925146325828956
global,75,9.872144161956479,0.41414141414141414,41,9900
13,76,0.22980172508894794,94.18181818181817,9324,9900,2.1456360463925614
36,76,0.21250491178396977,94.38383838383838,9344,9900,2.1683852886726185
58,76,0.18648973795500667,95.01010101010101,9406,9900,2.0593496596031993
71,76,0.1573780397574107,95.87878787878788,9492,9900,2.2723976719881103
global,76,9.7974681014244,0.5454545454545455,54,9900
13,77,0.20718609003105548,94.98989898989899,9404,9900,2.090098827161004
36,77,0.16084933946530025,95.94949494949495,9499,9900,2.1628437673058314
58,77,0.12173558190464974,96.79797979797979,9583,9900,2.0619259815787574
71,77,0.18599592747712376,95.23232323232324,9428,9900,2.2179576909782854
global,77,10.181059650459675,0.37373737373737376,37,9900
13,78,0.23168645982790476,94.38383838383838,9344,9900,2.0826133501177955
36,78,0.2636968460468331,93.77777777777779,9284,9900,2.1608841344018357
58,78,0.2874962225586477,92.8989898989899,9197,9900,2.0436627757273347
71,78,0.12020284187914144,96.76767676767678,9580,9900,2.2482440242274335
global,78,10.069030807957505,0.5757575757575757,57,9900
13,79,0.3095073540282972,92.17171717171718,9125,9900,2.079283083279277
36,79,0.2296518882115682,94.36363636363636,9342,9900,2.178690692665634
58,79,0.15423452758427822,96.16161616161617,9520,9900,2.0405185221864532
71,79,0.30656006548139786,91.88888888888889,9097,9900,2.2324032920404386
global,79,10.093897837629221,0.4444444444444444,44,9900
13,80,0.11233930389086405,96.97979797979798,9601,9900,2.1136084001915663
36,80,0.103704909871925,97.32323232323232,9635,9900,2.180954978250808
58,80,0.40055084257414847,90.53535353535354,8963,9900,2.0150353803912515
71,80,0.23615957217987138,93.81818181818183,9288,9900,2.2711986516208817
global,80,10.123664143880209,0.6363636363636364,63,9900
13,81,0.2040859843143309,95.08080808080808,9413,9900,2.1058395710309172
36,81,0.16219001230567393,95.74747474747475,9479,9900,2.180356924428111
58,81,0.13292863944564204,96.54545454545455,9558,9900,2.067770149082053
71,81,0.22126088604782568,94.53535353535354,9359,9900,2.2783652054688175
global,81,9.962399304322522,0.6464646464646464,64,9900
13,82,0.18180680595263085,95.53535353535354,9458,9900,2.051833923467835
36,82,0.35606563919722434,91.66666666666666,9075,9900,2.173065737337806
58,82,0.16621506667648903,95.96969696969697,9501,9900,1.9865001202652168
71,82,0.11276726752218574,96.79797979797979,9583,9900,2.2363401720813614
global,82,9.926084607056897,0.9494949494949495,94,9900
13,83,0.15392541577418645,96.16161616161617,9520,9900,2.1212369473560972
36,83,0.06277413913998942,98.48484848484848,9750,9900,2.2936224712291566
58,83,0.188459774815675,95.36363636363636,9441,9900,2.028277173086321
71,83,0.07729633978671498,97.98989898989899,9701,9900,2.2152924797928177
global,83,9.91081750734888,0.6262626262626263,62,9900
13,84,0.21798124338039243,94.72727272727272,9378,9900,2.1042961861308505
36,84,0.235818714637949,94.2929292929293,9335,9900,2.18736408356353
58,84,0.37493256217301496,90.65656565656566,8975,9900,2.030255235495908
71,84,0.2671600936157535,93.28282828282828,9235,9900,2.272019825848862
global,84,10.091557607939748,0.8484848484848486,84,9900
13,85,0.14449513682211287,96.33333333333334,9537,9900,2.177015300460408
36,85,0.06697573081176314,98.18181818181819,9720,9900,2.2859983799846044
58,85,0.2470455140537686,93.7070707070707,9277,9900,2.0792326305783506
71,85,0.17306664315739062,95.26262626262626,9431,9900,2.3100210770144978
global,85,10.429594307331124,0.787878787878788,78,9900
13,86,0.12674501823355452,96.64646464646465,9568,9900,2.1403249265755893
36,86,0.028528512912717734,99.19191919191918,9820,9900,2.29465257728473
58,86,0.12796613279617194,96.79797979797979,9583,9900,2.15908328789639
71,86,0.08843427349973207,97.69696969696969,9672,9900,2.3924955143582536
global,86,10.296768940626972,0.6868686868686869,68,9900
13,87,0.1775257812636067,95.81818181818181,9486,9900,2.1870703138953633
36,87,0.13340506606631808,96.46464646464646,9550,9900,2.2286606924463994
58,87,0.11773272599234726,96.79797979797979,9583,9900,2.0506187156573974
71,87,0.1259356411629253,96.87878787878788,9591,9900,2.275006044819944
global,87,9.248346298680161,2.484848484848485,246,9900
13,88,0.33871383496005125,91.75757575757576,9084,9900,2.1335130595953395
36,88,0.10024102096530524,97.42424242424242,9645,9900,2.1903885434861885
58,88,0.06601372990268048,98.24242424242425,9726,9900,2.1681077517375678
71,88,0.13906221303524394,96.5050505050505,9554,9900,2.2977363891530476
global,88,9.095446074514678,2.3737373737373737,235,9900
13,89,0.2269586963364572,94.06060606060606,9312,9900,2.130581425931526
36,89,0.1985241174697876,94.76767676767676,9382,9900,2.2357068127429334
58,89,0.31783187288226505,92.28282828282828,9136,9900,2.0326807705114764
71,89,0.41537400683971365,89.63636363636364,8874,9900,2.3154091964838237
global,89,8.752599786315301,2.898989898989899,287,9900
13,90,0.20209032741459934,94.92929292929293,9398,9900,2.165408600623404
36,90,0.14115379187645336,96.64646464646465,9568,9900,2.2573989436616486
58,90,0.16642625841227446,95.41414141414141,9446,9900,2.0938409813998304
71,90,0.27625359371455027,93.12121212121211,9219,9900,2.28408877227283
global,90,9.06317639591718,2.5353535353535355,251,9900
13,91,0.284706656306681,93.04040404040404,9211,9900,2.152347073145688
36,91,0.17888278014732129,95.25252525252526,9430,9900,2.2699858691073973
58,91,0.2650978299824878,92.63636363636364,9171,9900,2.071468735761195
71,91,0.2966380949213047,92.51515151515152,9159,9900,2.278220791366071
global,91,8.559951853125986,3.6666666666666665,363,9900
13,92,0.1228163356988719,96.85858585858585,9589,9900,2.190394312402434
36,92,0.22384563691688306,94.71717171717172,9377,9900,2.2237702646774187
58,92,0.13370705281769987,96.83838383838383,9587,9900,2.090369726998202
71,92,0.1235421341025468,96.91919191919192,9595,9900,2.318896237103629
global,92,8.733247523452297,3.090909090909091,306,9900
13,93,0.06423773032622505,98.32323232323232,9734,9900,2.146689407788929
36,93,0.12631508390108745,96.52525252525253,9556,9900,2.25208059117247
58,93,0.19481132457051614,94.82828282828282,9388,9900,2.0473797590746696
71,93,0.2442983290041336,93.87878787878789,9294,9900,2.2809728166631986
global,93,9.02966399838226,2.282828282828283,226,9900
13,94,0.11234602501898101,96.95959595959596,9599,9900,2.1897929571863677
36,94,0.0883990542409998,97.47474747474747,9650,9900,2.199274905963216
58,94,0.1397157306954114,96.4040404040404,9544,9900,2.0593975893671694
71,94,0.14063374669864925,96.28282828282828,9532,9900,2.317104806794234
global,94,9.20851789686415,1.8181818181818181,180,9900
13,95,0.1992272544629646,94.98989898989899,9404,9900,2.156698318536117
36,95,0.25851849928046716,93.64646464646465,9271,9900,2.196480436964336
58,95,0.11219037728779244,97.25252525252526,9628,9900,2.080589611225764
71,95,0.16846924049083634,95.60606060606061,9465,9900,2.31348542533391
global,95,7.710173833057134,4.757575757575758,471,9900
13,96,0.30972889433003437,91.98989898989899,9107,9900,2.0856365315338867
36,96,0.19813977482342962,94.83838383838383,9389,9900,2.1430239635201085
58,96,0.1262208017466044,96.59595959595958,9563,9900,2.02520380289684
71,96,0.14280180429569397,96.0909090909091,9513,9900,2.2737775725233775
global,96,8.093577097883129,4.161616161616162,412,9900
13,97,0.3142615181990344,91.87878787878788,9096,9900,2.0338419882539585
36,97,0.22209512930927855,93.95959595959596,9302,9900,2.193385571589163
58,97,0.19623821707686992,95.03030303030303,9408,9900,2.0246765584836974
71,97,0.14675773871968492,96.14141414141415,9518,9900,2.2654507274030515
global,97,8.349091815370501,3.404040404040404,337,9900
13,98,0.22340802769468288,94.0,9306,9900,2.0783506572075816
