model,epoch,average_loss,accuracy,correct_data,total_data,distance
13,71,0.5714744431081444,86.69696969696969,8583,9900,2.2825594762467327
36,71,0.5763565677585024,86.62626262626263,8576,9900,2.173503237949835
58,71,0.4856879123292788,88.16161616161617,8728,9900,2.26342508782693
71,71,0.5591229765342943,86.31313131313131,8545,9900,2.304196373286413
global,71,8.852198326033776,1.3737373737373737,136,9900
13,72,0.2281328117365789,94.07070707070707,9313,9900,2.0668438338152515
36,72,0.22524406151338058,94.27272727272728,9333,9900,1.988933703499567
58,72,0.11874045654980823,96.7878787878788,9582,9900,2.1486726389435136
71,72,0.2876250182257758,92.6969696969697,9177,9900,2.105755108838551
global,72,7.498678601197522,3.2525252525252526,322,9900
13,73,0.3011032298116973,92.39393939393939,9147,9900,1.9784412125266573
36,73,0.30738597602555245,91.94949494949495,9103,9900,1.9590920811383905
58,73,0.2828627357338414,93.1010101010101,9217,9900,1.9641369862418625
71,73,0.10996611184393516,97.27272727272728,9630,9900,2.0832375186503698
global,73,6.4172130299577805,6.616161616161616,655,9900
13,74,0.11913034253048174,97.01010101010101,9604,9900,1.949871924669291
36,74,0.14058997325824968,96.23232323232324,9527,9900,1.938639213598946
58,74,0.1556453724340959,95.74747474747475,9479,9900,2.0646020985304525
71,74,0.19459270815656643,94.8989898989899,9395,9900,2.008153151769838
global,74,5.54872703012794,11.252525252525253,1114,9900
13,75,0.22549927739181905,94.47474747474747,9353,9900,1.8771085327466623
36,75,0.2132657319367534,94.83838383838383,9389,9900,1.82463634212152
58,75,0.17250031670536659,95.75757575757575,9480,9900,1.993061307868528
71,75,0.1054636977718334,97.03030303030303,9606,9900,1.939763746328672
global,75,4.709991658528645,17.646464646464647,1747,9900
13,76,0.22376502965435838,94.5959595959596,9365,9900,1.839879061933059
36,76,0.09734081724978456,97.56565656565657,9659,9900,1.782509609373067
58,76,0.14333330404126282,96.36363636363636,9540,9900,1.9309476992351182
71,76,0.13732584574607887,96.37373737373738,9541,9900,1.962730833922796
global,76,4.01353634766858,25.313131313131315,2506,9900
13,77,0.09870104324185487,97.38383838383838,9641,9900,1.8480499686838339
36,77,0.19633407527750188,95.0,9405,9900,1.725746203472941
58,77,0.20190966674775787,95.05050505050505,9410,9900,1.852242196145791
71,77,0.2052466993500488,94.60606060606061,9366,9900,1.8763170067438344
global,77,3.471252678765191,32.686868686868685,3236,9900
13,78,0.2010634034450608,95.18181818181817,9423,9900,1.8139931677844199
36,78,0.20120852077850188,94.84848484848484,9390,9900,1.7038916166115312
58,78,0.20805135993644444,94.56565656565657,9362,9900,1.8371126350505307
71,78,0.13646471840263616,96.37373737373738,9541,9900,1.8683440644667537
global,78,2.9008935647058967,40.76767676767677,4036,9900
13,79,0.17559134813721733,95.4949494949495,9454,9900,1.7860134078587282
36,79,0.2012136103288092,95.21212121212122,9426,9900,1.7670633314578208
58,79,0.36945592928414395,90.4949494949495,8959,9900,1.8244718911035605
71,79,0.3470153366917312,90.55555555555556,8965,9900,1.816952858993039
global,79,2.5627223059143684,46.07070707070707,4561,9900
13,80,0.13917498195713215,96.60606060606061,9564,9900,1.756701512518932
36,80,0.11989811856036234,96.94949494949495,9598,9900,1.6726937116537448
58,80,0.27369462183027554,93.12121212121211,9219,9900,1.7915458268807536
71,80,0.21467773091913472,94.52525252525253,9358,9900,1.814496223586634
global,80,2.1876447311555496,52.5959595959596,5207,9900
13,81,0.09963421075934112,97.43434343434343,9646,9900,1.6685791328190724
36,81,0.09433785063374524,97.56565656565657,9659,9900,1.6408822720760923
58,81,0.17065023553491843,95.47474747474747,9452,9900,1.7488805051128966
71,81,0.18101609819465214,95.33333333333334,9438,9900,1.7518439115337323
global,81,1.893858212557706,57.91919191919192,5734,9900
13,82,0.24209764408342765,94.06060606060606,9312,9900,1.678735862666725
36,82,0.1365590657369055,96.54545454545455,9558,9900,1.5963465911868029
58,82,0.4213002875356963,89.96969696969697,8907,9900,1.6741413192893557
71,82,0.3307572312306876,91.33333333333333,9042,9900,1.767323445050121
global,82,1.737252933232471,60.84848484848485,6024,9900
13,83,0.1038171697867037,97.38383838383838,9641,9900,1.622985765245479
36,83,0.1366775129268868,96.5050505050505,9554,9900,1.5991944460752834
58,83,0.46078923124255555,88.51515151515152,8763,9900,1.6776602643201148
71,83,0.05225972559350082,98.60606060606061,9762,9900,1.736127637996423
global,83,1.5410734839391227,64.79797979797979,6415,9900
13,84,0.14645724187294643,96.28282828282828,9532,9900,1.6264695345267843
36,84,0.11835260187887182,97.06060606060606,9609,9900,1.6237595298434575
58,84,0.34124963447301077,91.52525252525253,9061,9900,1.6652080192869474
71,84,0.15005647130686828,96.13131313131314,9517,9900,1.762701196211614
global,84,1.3485602511781634,68.57575757575758,6789,9900
13,85,0.12327798601352807,96.70707070707071,9574,9900,1.6064731398378205
