model,epoch,average_loss,accuracy,correct_data,total_data,distance
13,71,0.4487710925786182,89.01010101010101,8812,9900,2.293391901902169
36,71,0.7207805317580098,84.08080808080808,8324,9900,2.2516252158204106
58,71,0.43623792383405896,89.62626262626263,8873,9900,2.1781486083055217
71,71,0.6049241915616123,85.82828282828284,8497,9900,2.30392226106572
global,71,9.861512577557805,0.6969696969696969,69,9900
13,72,0.19508137763148606,94.91919191919192,9397,9900,2.157133059808719
36,72,0.41926337429971405,89.4949494949495,8860,9900,2.211492138635823
58,72,0.19734563218222725,95.0,9405,9900,2.213935787045084
71,72,0.1802616536376452,94.95959595959596,9401,9900,2.3530775493483147
global,72,9.456362739331794,0.8282828282828283,82,9900
13,73,0.19791936486658424,94.6969696969697,9375,9900,2.1136691994228007
36,73,0.07797736170692275,97.86868686868686,9689,9900,2.19889967451791
58,73,0.18140215284294553,95.08080808080808,9413,9900,2.0884654981719097
71,73,0.15818281848623295,95.77777777777777,9482,9900,2.262526504614262
global,73,9.5889147147747,0.5151515151515151,51,9900
13,74,0.5417489519986239,87.80808080808082,8693,9900,2.116403244427602
36,74,0.08911619329016016,97.53535353535354,9656,9900,2.16758996902175
58,74,0.17418694103607024,95.45454545454545,9450,9900,2.089362828900772
71,74,0.2745711309259588,92.84848484848484,9192,9900,2.2792402847181727
global,74,9.532168844203756,0.5050505050505051,50,9900
13,75,0.1666110263358463,95.81818181818181,9486,9900,2.139222514017076
36,75,0.14812862936896506,96.1919191919192,9523,9900,2.1538156229517185
58,75,0.19604694899886546,95.11111111111111,9416,9900,2.1086321617718076
71,75,0.20375552997444615,94.51515151515152,9357,9900,2.309981547030112
global,75,9.338297800391612,0.6060606060606061,60,9900
13,76,0.2658946366743608,93.15151515151516,9222,9900,2.160643593308412
36,76,0.2271441912651062,94.4040404040404,9346,9900,2.198404218886768
58,76,0.23281931828970862,93.74747474747474,9281,9900,2.0581686605252876
71,76,0.1896859440418205,95.25252525252526,9430,9900,2.2885589566544917
global,76,9.053863898383247,0.9696969696969697,96,9900
13,77,0.19760257129717354,95.18181818181817,9423,9900,2.118414716720459
36,77,0.14354584391369965,96.51515151515152,9555,9900,2.1658763789143216
58,77,0.13045980807958227,96.67676767676767,9571,9900,2.0816521791555163
71,77,0.18312450206640996,95.37373737373738,9442,9900,2.230791646429916
global,77,9.688290503916114,0.5454545454545455,54,9900
13,78,0.2774508232058901,93.07070707070707,9214,9900,2.090377368716026
36,78,0.25161414553420713,93.86868686868686,9293,9900,2.1673131002872
58,78,0.2901384493798921,92.77777777777779,9185,9900,2.059173907590532
71,78,0.11499428538662014,96.82828282828282,9586,9900,2.261026701521925
global,78,9.85431305239899,0.6363636363636364,63,9900
