model,epoch,average_loss,accuracy,correct_data,total_data,distance
13,71,0.5776223807383065,86.46464646464646,8560,9900,2.2818071912910476
36,71,0.5925718447656343,86.3030303030303,8544,9900,2.1731313461022346
58,71,0.4826734385827575,88.24242424242425,8736,9900,2.2638041578583423
71,71,0.5295412184012057,86.84848484848486,8598,9900,2.3047265001003683
global,71,8.843938355108705,1.3838383838383839,137,9900
13,72,0.22962135797799235,94.04040404040404,9310,9900,2.0662110205802753
36,72,0.21441709239073475,94.53535353535354,9359,9900,1.987502149664718
58,72,0.10823665085465017,97.14141414141415,9617,9900,2.1509333868845064
71,72,0.2955209961322823,92.58585858585859,9166,9900,2.1068955153895397
global,72,7.4703500489514285,3.323232323232323,329,9900
13,73,0.31397680121238786,92.0909090909091,9117,9900,1.978771618684618
36,73,0.3115975580070958,91.93939393939394,9102,9900,1.9599845972234449
58,73,0.2945955010194971,92.85858585858587,9193,9900,1.965355990246041
71,73,0.09718777646169519,97.63636363636363,9666,9900,2.0862784232094165
global,73,6.36811432193024,6.8686868686868685,680,9900
13,74,0.11994893872075611,97.0,9603,9900,1.9499710863366226
36,74,0.12795255456608956,96.53535353535354,9557,9900,1.9391112857063881
58,74,0.15269725456382288,95.78787878787878,9483,9900,2.0648644505826006
71,74,0.1997718535649656,94.74747474747474,9380,9900,2.0083308756748637
global,74,5.485868921761561,11.646464646464647,1153,9900
